state,value
313,-33.66535783159704
314,-33.73235053473852
315,-33.79938180844528
316,-33.86640800223658
317,-33.933437739294014
318,-34.00044747258152
319,-34.06745086077757
320,-34.1345044738062
321,-34.20148547832497
322,-34.26851640624708
323,-34.3355493989007
324,-34.40255578892626
325,-34.46958826317555
326,-34.53659610518461
327,-34.60362688810882
328,-34.67063173723602
329,-34.73766287879451
330,-34.80467595636775
331,-34.87168727947195
332,-34.938727071630304
333,-35.00572968870945
334,-35.07275765711542
335,-35.13977785676455
336,-35.20680513718848
337,-35.273818175028104
338,-35.34082733800637
339,-35.40787038000403
340,-35.4748642131954
341,-35.541891972780874
342,-35.60891952619254
343,-35.67593161784706
344,-35.742957558681624
345,-35.80996952987248
346,-35.876999335751414
347,-35.94400549658648
348,-36.01103334641856
349,-36.07805103943203
350,-36.145063607859925
351,-36.21209597601749
352,-36.27910490462679
353,-36.34613076170466
354,-36.41314795700553
355,-36.48017341600425
356,-36.54718902312587
357,-36.61420130662748
358,-36.68123683058413
359,-36.74823945850343
360,-36.81526481449055
361,-36.882288600690046
362,-36.949304200261444
363,-37.01632676226236
364,-37.0833411207958
365,-37.15036918470562
366,-37.2173777677498
367,-37.28440320005205
368,-37.351422653280245
369,-37.41843680621274
370,-37.485464273764585
371,-37.552477083165186
372,-37.61950145635725
373,-37.686517457719646
374,-37.75354146801659
375,-37.82055876767793
376,-37.8875729654743
377,-37.95460320380738
378,-38.0216116980213
379,-38.08863530412216
380,-38.15565664205459
381,-38.2226743023932
382,-38.289695153970115
383,-38.356710916416134
384,-38.42373711357317
385,-38.490748192475344
386,-38.55777182721978
387,-38.62479172325866
388,-38.691807343670675
389,-38.75883164220104
390,-38.825846780237626
391,-38.892870015400554
392,-38.95988582173878
393,-39.02690864812622
394,-39.093926936091044
395,-39.16094244860012
396,-39.22796900900807
397,-39.29498132227239
398,-39.362003670556234
399,-39.42902351650069
400,-39.49604229803975
401,-39.563062291240264
402,-39.63007892303163
403,-39.6971034202934
404,-39.76411663899643
405,-39.83113894230551
406,-39.89815873988963
407,-39.96517552792617
408,-40.03219780582198
409,-40.09921432033734
410,-40.166236636212375
411,-40.23325272642553
412,-40.300274587542326
413,-40.36729337961285
414,-40.43430985098572
415,-40.501333874359744
416,-40.56834862039195
417,-40.63537006093181
418,-40.70238905969509
419,-40.76940837683691
420,-40.836427927291055
421,-40.903445133562286
422,-40.97046820128436
423,-41.03748308730649
424,-41.10450441044123
425,-41.17152393813279
426,-41.23854156682748
427,-41.30556256332753
428,-41.37257988543842
429,-41.439601439991385
430,-41.50661798819432
431,-41.573639071495165
432,-41.64065806806584
433,-41.707675247447
434,-41.77469753098295
435,-41.84171379502207
436,-41.90873456910251
437,-41.975753127510494
438,-42.04277263130862
439,-42.10979193244945
440,-42.1768095399387
441,-42.243831459280955
442,-42.31084756564273
443,-42.37786816946444
444,-42.44488741475665
445,-42.511905597816295
446,-42.57892577815539
447,-42.64594357335804
448,-42.71296449204062
449,-42.77998150973444
450,-42.84700197494262
451,-42.91402100619942
452,-42.98103869720732
453,-43.04805979026863
454,-43.11507698146903
455,-43.182097252301475
456,-43.24911560991971
457,-43.31613510472976
458,-43.38315424192325
459,-43.45017213695859
460,-43.51719315949009
461,-43.584210116734006
462,-43.651230190168484
463,-43.71824919668449
464,-43.78526771020946
465,-43.85228736190878
466,-43.91930543372069
467,-43.98632582167365
468,-44.05334324470215
469,-44.12036322384399
470,-44.18738220223008
471,-44.25440024628676
472,-44.321420522630845
473,-44.388438265747226
474,-44.45545814378216
475,-44.52247642958652
476,-44.58949581540069
477,-44.656514824091616
478,-44.72353292279197
479,-44.79055325662267
480,-44.857570781469725
481,-44.924590457920445
482,-44.991609279050564
483,-45.05862796106983
484,-45.1256472590087
485,-45.19266548978292
486,-45.25968543648589
487,-45.32670317467932
488,-45.39372277276682
489,-45.46074165881801
490,-45.527759929647665
491,-45.59477964038342
492,-45.66179769987081
493,-45.728817261156586
494,-45.7958355351457
495,-45.862854768462334
496,-45.92987366267306
497,-45.99689189822847
498,-46.06391170713933
499,-46.130929592622635
500,-46.19794896442287
501,-46.264967645217396
