state,value
313,-30.332928139942524
314,-30.39623411745994
315,-30.459977674080577
316,-30.523100935938558
317,-30.58713923817931
318,-30.650155028564953
319,-30.713797485375377
320,-30.777499202336973
321,-30.840575955979173
322,-30.90442408772799
323,-30.967628630895426
324,-31.031387211508857
325,-31.094615295727607
326,-31.15821706278396
327,-31.221864568200132
328,-31.284944890245267
329,-31.348931987328367
330,-31.412029337049123
331,-31.475678536398856
332,-31.539170763559564
333,-31.60255033065657
334,-31.666228191939638
335,-31.729420282746595
336,-31.793329176976414
337,-31.856465726256385
338,-31.920067038577127
339,-31.983706168726872
340,-32.04690438478231
341,-32.11065407185259
342,-32.173923202361614
343,-32.23763472079923
344,-32.30091309154794
345,-32.364486125837956
346,-32.428104605873486
347,-32.491280731322774
348,-32.555128767580435
349,-32.61834271310743
350,-32.68195389818504
351,-32.74542519924069
352,-32.808850416349145
353,-32.87248124096556
354,-32.9357317834643
355,-32.99953954155611
356,-33.06276852637442
357,-33.12633896918582
358,-33.18993171601393
359,-33.25321771184351
360,-33.31689616207898
361,-33.380213126832984
362,-33.44388340957497
363,-33.5072054237238
364,-33.57075581969645
365,-33.6343480252023
366,-33.697600683247266
367,-33.76134867084153
368,-33.82464190757848
369,-33.8882260049686
370,-33.95168722169813
371,-34.01514001171266
372,-34.078736485808356
373,-34.142036042578034
374,-34.205765553129346
375,-34.26906382265483
376,-34.33261185471861
377,-34.396170902911635
378,-34.45951937181703
379,-34.52314638025022
380,-34.586499790299534
381,-34.65013477769433
382,-34.713493292189874
383,-34.777026323684474
384,-34.84059589987573
385,-34.90390840726887
386,-34.96758427318712
387,-35.030931973151894
388,-35.09449613071179
389,-35.157953976660316
390,-35.22142292833236
391,-35.28499384940504
392,-35.34833391289717
393,-35.41200336925281
394,-35.47535284016663
395,-35.538884929780316
396,-35.602419948568006
397,-35.66581228341938
398,-35.72940215230263
399,-35.79278393880772
400,-35.85638925364776
401,-35.91977745500632
402,-35.983297529469866
403,-36.04684829721493
404,-36.11020676532563
405,-36.17383061534006
406,-36.23721618403887
407,-36.300765162548814
408,-36.364223554341216
409,-36.42770166746916
410,-36.491253285778114
411,-36.55462632582631
412,-36.61825002390018
413,-36.68163696788098
414,-36.74515781245556
415,-36.80867602384677
416,-36.87209880072573
417,-36.93566180748201
418,-36.999066007381465
419,-37.062646764264485
420,-37.1260585856048
421,-37.189569229940716
422,-37.253104788051004
423,-37.316498011832394
424,-37.38008434532323
425,-37.44349661828556
426,-37.507033705401184
427,-37.570494711257176
428,-37.63397782162797
429,-37.69751468978129
430,-37.760914192193816
431,-37.82450324791274
432,-37.88791745365377
433,-37.95143035258847
434,-38.01493704269108
435,-38.0783807386569
436,-38.141924251959466
437,-38.20534629147927
438,-38.26890700168775
439,-38.332337295511046
440,-38.39584122286316
441,-38.459364751137834
442,-38.52278391596729
443,-38.586343196247476
444,-38.64977458702807
445,-38.713302156967195
446,-38.77676667779293
447,-38.84025239173961
448,-38.90377789921559
449,-38.96719835527534
450,-39.03076133750112
451,-39.09419531483467
452,-39.15770253656255
453,-39.22120150130559
454,-39.284659457629964
455,-39.348188757027856
456,-39.411625031934385
457,-39.4751695775462
458,-39.538614122605445
459,-39.60211335006663
460,-39.665627539117835
461,-39.7290658506713
462,-39.79260562393221
463,-39.85605090988764
464,-39.91957075702096
465,-39.98303899334595
466,-40.04652598913505
467,-40.11004270645891
468,-40.173479553408484
469,-40.237023017378256
470,-40.30047132266372
471,-40.3639744093846
472,-40.427468325795466
473,-40.4909359444223
474,-40.55445481837519
475,-40.61790244115102
476,-40.6814340976113
477,-40.74488951844483
478,-40.80838550166544
479,-40.871892558433956
480,-40.935344868510995
481,-40.99887057038719
482,-41.06232610182891
483,-41.12583963991085
484,-41.18931140123807
485,-41.25279898479572
486,-41.31630889031724
487,-41.379758419242314
488,-41.44328734416719
489,-41.50674604501398
490,-41.57024604522787
491,-41.63373676607599
492,-41.69721090525721
493,-41.760722082484875
494,-41.824178720770554
495,-41.88770020444393
496,-41.951163853936585
497,-42.01465761577098
498,-42.07815930637792
499,-42.14162176947982
500,-42.20513730990715
501,-42.268600493601895
