source,player,n_train,n_test,train_ll,test_ll,scale,seconds,information_pd,step_sensitivity,nu_held_fixed,nu,ratio,tilt_deg,rho,log_scale,se_log_scale,bias_x,se_bias_x,log_nu_minus_2,se_log_nu_minus_2,e1,se_e1,e2,se_e2,logit_s_hit,se_logit_s_hit,logit_s_miss,se_logit_s_miss,pooled_test_ll
dartsviz_pdc_2017,Peter Wright,650,653,-2611.471990353787,-2651.954036953899,5.655259512152854,59.032718896865845,True,7.356519054493685e-05,False,2.238884186906767,1.0733191659350731,101.76420162164344,-0.028258286004711464,1.732585999258346,0.03686155655093798,0.022173645140407892,0.609427215697282,-1.4317764181062138,0.6900266366408347,-0.0648733902327227,0.05525819423124036,-0.028246000988977265,0.0859721422781398,-4.18990973527925,0.3677840672864602,-1.8598721901362394,0.10789980430297515,-2714.059257685498
dartsviz_pdc_2017,Michael van Gerwen,530,542,-2095.5005120951605,-2192.0759147784693,4.711578303953669,47.383387088775635,True,2.0744846905562024e-05,False,2.832176791251695,1.1126195118161077,117.19682611026592,-0.08660309490398226,1.550022948276895,0.0550748926266396,-2.9285158636690998,0.7590932887289862,-0.1837103712484114,0.37549998067531304,-0.06213212064419839,0.07508376634908322,-0.08676491740415994,0.09581059400961248,-2.270339753567553,0.15218505878714547,-0.33939244819715286,0.08706625583376922,-2229.4083671627473
dartsviz_pdc_2017,Raymond van Barneveld,389,404,-1581.6541047027306,-1606.3525388347284,4.540009941862659,123.64465045928955,True,4.5316932671628627e-05,True,2.0000000000000937,1.4213577476995627,178.05772127134924,-0.024307167982111338,1.512929201888449,0.08551052999600131,-4.321666397528354,1.039406339966429,-30.142597555920663,,0.350804771367554,0.09859451036821774,-0.02382048233588525,0.10164426737005898,-3.5592255462090865,0.35886433003855606,-1.7784643267151798,0.14454760436265215,-1634.9334489693124
dartsviz_pdc_2017,Daryl Gurney,367,378,-1515.8327871065196,-1544.3715196165654,5.127520886093996,55.1602246761322,True,0.00014932427444236287,False,2.157688098997201,1.2118486791821625,57.3069500328708,0.1731108840932052,1.6346222843045173,0.07757584005523528,-2.3620840460480665,0.8549399872793241,-1.847136253953427,1.2946041564591484,-0.08002949882038497,0.07532015762870875,0.17468760565542318,0.12907096426721953,-5.498215015941453,0.9747537457736428,-1.1421822431426112,0.11408823836498262,-1556.242009375012
dartsviz_pdc_2017,Gary Anderson,348,347,-1526.8552788520508,-1471.6802063967903,5.067438018100028,53.43026566505432,True,0.00010509994251543583,False,2.158945815300147,1.1641651551982894,70.16864960907455,0.09693464348018284,1.6228353680112044,0.06022887754522584,0.17537343532528543,0.8687169933375538,-1.8391919191178658,1.3452315428307908,-0.11701516695572389,0.07643274216466499,0.09701925152701946,0.10236450110487769,-2.39503280209403,0.20506587747334096,-0.7990171832969759,0.1140394882886798,-1478.2223048096089
dartsviz_pdc_2017,Phil Taylor,338,329,-1320.6268501261334,-1258.9421350973487,4.963922444079822,88.6482663154602,True,0.0001762954635920846,False,3.4960653116495464,1.244313397170304,154.01784049008205,-0.170981393457728,1.602196243545818,0.14749213657675142,-6.185537471942272,1.0921120984664698,0.40283853611907394,0.4222524190643553,0.134680920416671,0.11713138737360716,-0.17216261631733648,0.17973348194243544,-1.791727714234176,0.16667273653084272,-1.369884191844278,0.12762351314567927,-1304.8924880167258
dartsviz_pdc_2017,Dave Chisnall,307,299,-1327.2979687454958,-1270.392818280654,5.479374478445616,41.807748556137085,True,4.7912000886745746e-05,False,2.266280734660338,1.1222140510705105,78.1771731495194,0.04629868515752874,1.7009909481756949,0.058164992439597094,1.1039163208083003,0.9004204156658179,-1.3232041332766555,0.8964575706284881,-0.10562307429136314,0.07737099110620363,0.04624584672110321,0.12799503380290828,-3.530672303864015,0.38832894866154466,-0.822490360068878,0.11551539214652587,-1279.1969838662978
dartsviz_pdc_2017,Gerwyn Price,285,279,-1245.4713151389096,-1251.5401471423118,5.700713015829823,50.252883434295654,True,3.214559943442404e-05,False,2.46594602286165,1.285055062658496,63.1100146048499,0.20031869085785262,1.740591257513801,0.09023334080655263,0.03889381460939569,0.8762051542715313,-0.7636854823343843,0.5967640637980121,-0.14819556784454163,0.0763809269320196,0.2023351181965258,0.1523035764466214,-3.1735516643685835,0.34505952383927446,-1.0302250032343,0.1227315765375186,-1251.9159747830313
dartsviz_pdc_2017,James Wade,275,272,-1084.814735354475,-1038.5281549493948,4.4790373255920155,41.230260610580444,True,7.488093791012623e-05,False,2.3690848572803938,1.7178208844664113,15.149274990486177,0.2754021230684477,1.499408140655949,0.11728803437378113,-0.26164114862096,1.1168259006627355,-0.9967286958501071,0.730232948394078,0.4671527347641997,0.09981636386216189,0.2729661581152058,0.13609287638419995,-2.418147469028786,0.27566703439570356,-1.2441990259642572,0.12619325231549194,-1047.8352275676646
dartsviz_pdc_2017,Mensur Suljovic,263,282,-1064.313953897326,-1091.7479064206677,3.926556757360234,140.56384205818176,True,5.725962006284418e-05,True,2.0000000000001283,1.5801348119795824,2.926131987383778,0.04823776547514336,1.3677628986780808,0.10760253758478408,-6.506652962958187,1.1352094819484408,-29.682809077247477,,0.4551256763993963,0.11603904440615284,0.046649458624368166,0.12803366066790908,-2.454198565671881,0.2602947089997676,-1.923037784556056,0.17463418529015598,-1126.410094748454
dartsviz_pdc_2017,Simon Whitlock,266,275,-1237.2532914555063,-1197.3696859302468,5.478139680343269,140.3526954650879,True,2.2014257467349398e-05,True,2.00000000000086,1.249331001886668,150.99655545218792,-0.18700177559083203,1.7007655689355352,0.08269523463099963,-1.5594882258390672,0.9997687261656889,-27.78184320763495,,0.11794167905295422,0.07998873898850015,-0.1887966506664746,0.12703305970180975,-2.7737240320133143,0.31127927278553247,-0.534908133298746,0.11503597175513104,-1201.3829151734453
dartsviz_pdc_2017,Michael Smith,264,270,-1118.3061810041454,-1167.791779315823,5.13098255624774,111.75885367393494,True,6.660605925777079e-05,True,2.000000000000196,1.0913645883205059,4.946861853266489,0.01503956914881807,1.635297172275183,0.07031682321576004,-1.0685902306511776,1.0916085969997318,-29.26045751501877,,0.08612860102897035,0.08410204966851056,0.01502212532435961,0.12636237332044542,-3.892992606759492,0.5222378593179609,-0.6603179223957194,0.12064523143405098,-1176.712118636093
dartsviz_pdc_2017,Jelle Klaasen,257,263,-1232.984502958299,-1279.3236146369982,5.916484904074704,42.991796255111694,True,8.393945149132597e-05,False,2.993308920101338,1.4415928012286447,118.38516291492655,-0.2985431885809563,1.7777425063433545,0.07023824098492783,-0.36622959054228377,0.8246923283915022,-0.00671356553200758,0.4007120228562308,-0.20042896791655293,0.07443872944328098,-0.3059416245852255,0.11519516406978426,-2.387766878246177,0.270286766215934,-0.10268910471028345,0.1095391379565252,-1338.729178296066
dartsviz_pdc_2017,Adrian Lewis,257,255,-1048.0909576306028,-1024.5714341938929,6.454811504749275,53.726428747177124,True,0.0005116763493696248,False,6.204731201876852,1.3113327072730185,64.56205009468395,0.20819079800937162,1.8648258224391256,0.1173506571038839,1.5479443554091288,0.7794496635602983,1.4362103679279397,0.5649418525107622,-0.1710293252863413,0.089269902028967,0.2102707655020014,0.2126423511626625,-3.0177438351718058,0.3413967220406029,-0.6931549459713963,0.11840075353560846,-1023.5429788759311
dartsviz_pdc_2017,Kim Huybrechts,219,215,-875.8730163942748,-820.7009943514889,6.189906665477196,49.01068472862244,True,6.598130164117316e-05,False,3.569132968981982,1.1494945422701055,144.68255449957422,-0.13073401974663995,1.8229200083077368,0.1101392711691007,0.7323488360535562,0.9885683800747729,0.4505232177584796,0.4232556681106169,0.04619742502829051,0.09009545240919296,-0.13144012331387933,0.18120541717850291,-4.007678265832375,0.5827782015723508,-0.343923166817361,0.12353884812432288,-842.2059555425459
dartsviz_pdc_2017,Alan Norris,210,207,-824.0882903372953,-810.7302161551997,5.608606434356403,113.69077038764954,False,,True,3.219621757310186,1.3916376797705456,52.72004222452389,0.3085563575905804,1.7243022812532696,,-2.898452450090748,,0.1985407756827307,,-0.08798419879105591,,0.3185539688849968,,-31.353024217985713,,-1.413302902249694,,-829.2197077494482
dartsviz_pdc_2017,Rob Cross,204,199,-813.269605206084,-795.4700038883933,5.96104114609827,44.937565088272095,True,7.307098309661573e-05,False,4.6079862559300935,1.2532249603952172,143.00009777713643,-0.2137650648243213,1.7852451547635846,0.10180766076986685,0.4363186982462989,0.9656275064136546,0.9585783740850653,0.42462257951305316,0.062217658871334985,0.09227130169066586,-0.21697596724068016,0.15307308594602634,-2.484920350163952,0.3004654830793552,-0.36922922070862174,0.12814162005663826,-803.1651149561824
