source,player,model,n,t20_lift_12,t20_lift_23,t20_lift_13,treble_lift_12,dir_corr,mag_corr,switch_rate,p_t20,p_k0,p_k1,p_k2,p_k3
dartsviz_pdc_2017,Alan Norris,OBSERVED,207,6.517205422314914,15.61213434452871,13.691345151199169,-0.7820646506777884,0.05211941860243363,-0.023942899611882465,0.1280193236714976,0.3252818035426731,0.26570048309178745,0.42995169082125606,0.25120772946859904,0.05314009661835749
dartsviz_pdc_2017,Alan Norris,A gaussian iid,15000,-0.6800520783457498,1.426357999107969,1.7946955968588918,-0.6800520783457498,-0.0004471639486642811,-0.004690494235148958,0.0,0.284,0.37006666666666665,0.43293333333333334,0.17193333333333333,0.025066666666666668
dartsviz_pdc_2017,Alan Norris,B + aim rule,15000,4.039667294417559,10.210643526677615,5.63979260561702,-1.1732614892323912,-0.004775408873093716,-0.011150238990059815,0.14296666666666666,0.22573333333333334,0.403,0.4282,0.14993333333333334,0.018866666666666667
dartsviz_pdc_2017,Alan Norris,C + wide tail,15000,7.8854010578757965,13.767329939448874,6.6276765670917115,0.43178553391146623,-0.0017724609431063957,-0.003889369644416809,0.12516666666666668,0.3459333333333333,0.23066666666666666,0.4312666666666667,0.2783333333333333,0.05973333333333333
dartsviz_pdc_2017,Alan Norris,D + shared offset,15000,12.412851472590425,17.95542132286318,10.539401908484242,4.894731640035083,0.03571949279532285,0.04402201908900197,0.12426666666666666,0.3532222222222222,0.23973333333333333,0.4079333333333333,0.2760666666666667,0.07626666666666666
dartsviz_pdc_2017,Alan Norris,E + shared scale,15000,13.806529283080588,18.902612851660393,11.527824119545132,6.702500459239019,0.021151193289154872,0.04349992234390392,0.12483333333333334,0.3522222222222222,0.25006666666666666,0.3977333333333333,0.2730666666666667,0.07913333333333333
dartsviz_pdc_2017,Rob Cross,OBSERVED,199,30.75268817204301,19.970812752581953,28.43010752688172,15.1505376344086,-0.022439436589700726,-0.04527027027027011,0.24623115577889448,0.31825795644891125,0.24120603015075376,0.3768844221105528,0.2864321608040201,0.09547738693467336
dartsviz_pdc_2017,Rob Cross,A gaussian iid,15000,1.0213766699574245,0.6701095626770182,0.3780237480610793,1.0213766699574245,0.006551617089056635,0.0017176119356337443,0.0,0.4222,0.19646666666666668,0.4172,0.3096,0.07673333333333333
dartsviz_pdc_2017,Rob Cross,B + aim rule,15000,11.781002349832942,21.786346340964112,8.457505470811313,0.5509479746197643,0.007885680522780795,5.789601654787564e-05,0.2935333333333333,0.2634,0.27093333333333336,0.4387333333333333,0.24293333333333333,0.0474
dartsviz_pdc_2017,Rob Cross,C + wide tail,15000,11.57230306473277,21.679602406834345,8.268138260928456,0.5079859441791679,0.007151847845635949,-0.005068816593428518,0.29313333333333336,0.2625111111111111,0.2733333333333333,0.43846666666666667,0.2416,0.0466
dartsviz_pdc_2017,Rob Cross,D + shared offset,15000,15.644237319625937,23.712969655985983,9.709698395986871,4.442620920294793,0.014003653156627478,0.05543232875346499,0.2909333333333333,0.26815555555555554,0.28286666666666666,0.4110666666666667,0.252,0.054066666666666666
dartsviz_pdc_2017,Rob Cross,E + shared scale,15000,18.08728098845606,27.570395089964883,14.179283012315347,6.20231568202999,-0.011446622963735362,0.09121747525158765,0.27786666666666665,0.3032,0.24933333333333332,0.3958,0.2728,0.08206666666666666
