,elite,pro,county,super_league,league,club,pub
elite,1.0000000000594915,1.0000000001587075,1.0000000003970106,0.9051543143312606,0.6401071740454952,0.47068052622590784,0.26484491038775176
pro,1.0000000000594915,1.0000000001587075,1.0000000003970106,0.9051543143312606,0.6401071740454952,0.47068052622590784,0.26484491038775176
county,1.0000000000594915,1.0000000001587075,1.0000000003970106,0.9051543143312606,0.6401071740454952,0.47068052622590784,0.26484491038775176
super_league,0.0119201349000995,0.11312835550754782,0.43925604573086896,0.9126009118067447,0.9151657188172357,0.8550938779581532,0.6057809930598335
league,0.0119201349000995,0.11312835550754782,0.43925604573086896,0.9126009118067447,0.9151657188172357,0.8550938779581532,0.6057809930598335
club,0.005434312835803441,0.0851934277184142,0.40426559015412394,0.8954453044526554,0.9106247974407664,0.8555040035036141,0.5874568524130876
pub,0.00033852874620431757,0.002466255196099409,0.012284682903934193,0.07062012089778132,0.22369215543732165,0.5561671124921082,0.9659217854315947
