design,k,n,band,sigma_true,sigma_hat,aim_error_mm
best 2,2,100,league,16.0,17.865425771483967,4.397962144412712
best 2,2,100,league,16.0,16.16255208005966,2.2719283292674692
best 2,2,100,league,16.0,16.01263723266821,6.020031861833561
best 2,2,100,league,16.0,17.001809184870698,2.932817661087348
best 2,2,100,league,16.0,15.924191638052063,2.3681426019666647
best 2,2,100,league,16.0,15.437678420811839,0.7398629483154228
best 2,2,100,league,16.0,15.917538254275303,2.3724889515592387
best 2,2,100,league,16.0,15.539755350484011,4.8888818973905845
best 2,2,100,league,16.0,15.295910594662159,7.037484393285521
best 2,2,100,league,16.0,16.54980334731798,1.2877714610783417
best 2,2,100,league,16.0,18.212909101320395,3.0294148819209745
best 2,2,100,league,16.0,14.323684164554455,3.062724536358457
best 2,2,100,league,16.0,15.474075986999672,3.8445379433691103
best 2,2,100,league,16.0,15.984126183056178,2.2760296999501994
best 2,2,100,league,16.0,14.875731404690706,4.800091868843484
best 2,2,100,league,16.0,16.36766033159134,3.5615253604157036
best 2,2,100,league,16.0,13.168177524863154,4.264987031894262
best 2,2,100,league,16.0,16.409314703991637,3.96344403402223
best 2,2,100,league,16.0,14.78030756809359,1.1864030005198727
best 2,2,100,league,16.0,14.837501419796515,4.259534509201065
best 2,2,100,league,16.0,16.849746779851436,4.981194547687626
best 2,2,100,league,16.0,14.913039398061693,2.2834061885617905
best 2,2,100,league,16.0,14.974232242283867,2.441962103335767
best 2,2,100,league,16.0,14.849546008349954,2.3689553016943545
best 2,2,100,league,16.0,17.00725634981739,1.055083953233489
best 2,2,100,league,16.0,14.993910363023577,5.023785513946876
best 2,2,100,league,16.0,17.33750536869278,1.8489961206608334
best 2,2,100,league,16.0,16.199942698394885,0.7650541258458122
best 2,2,100,league,16.0,15.962597985381189,3.5975606695086575
best 2,2,100,league,16.0,15.968526551724107,3.2030853575582334
best 2,2,100,league,16.0,15.989744535449232,2.535170183094363
best 2,2,100,league,16.0,16.42840780257841,1.647241560917058
best 2,2,100,league,16.0,15.66277586674779,3.586178169130093
best 2,2,100,league,16.0,15.982949734133072,2.3467684351310396
best 2,2,100,league,16.0,15.845131611739212,3.4440648237585347
best 2,2,100,league,16.0,15.807311843881228,3.0730338761420413
best 2,2,100,league,16.0,15.570147106938508,2.403433399886561
best 2,2,100,league,16.0,10.98666962497111,7.589174614465532
best 2,2,100,league,16.0,16.058777992621025,2.5570127979737265
best 2,2,100,league,16.0,16.35825462204033,0.7656714054219176
best 2,2,100,league,16.0,13.660008065576157,7.0927244386010795
best 2,2,100,league,16.0,11.512010596039968,12.483521243467088
best 2,2,100,league,16.0,15.542870560559468,2.8603467914610996
best 2,2,100,league,16.0,14.690995871634689,6.400060035714876
best 2,2,100,league,16.0,16.565795439163765,0.4439580353374552
best 2,2,100,league,16.0,14.894632638430517,3.713087403554081
best 2,2,100,league,16.0,14.746893455680574,2.3562980356869097
best 2,2,100,league,16.0,17.399866658968108,2.577646297191099
best 2,2,100,league,16.0,14.244738478445521,5.527565267833672
best 2,2,100,league,16.0,15.797219403731205,1.3961705390803083
best 2,2,100,league,16.0,15.604922448725356,3.0923564889012427
best 2,2,100,league,16.0,15.05879319454631,2.463521688483843
best 2,2,100,league,16.0,16.67668664962801,2.935206866594492
best 2,2,100,league,16.0,14.027293258477734,2.63160128238928
best 2,2,100,league,16.0,16.533818942815863,3.9040965205149294
best 2,2,100,league,16.0,15.97525360523733,2.7139275471020556
best 2,2,100,league,16.0,14.753564311324016,1.884631649431326
best 2,2,100,league,16.0,13.56009851848832,5.719848369739833
best 2,2,100,league,16.0,16.488472036963547,2.3630106246898515
best 2,2,100,league,16.0,15.554241880114404,1.552489321971007
best 2,2,100,league,16.0,16.686951144887352,2.9980750593806036
best 2,2,100,league,16.0,16.325980126690837,4.694949099422994
best 2,2,100,league,16.0,19.135895031473535,1.1111144209246648
best 2,2,100,league,16.0,14.274567890875492,4.439297670349029
best 2,2,100,league,16.0,15.319605454350993,2.777994447758267
best 2,2,100,league,16.0,16.713741112349066,1.951999485875005
best 2,2,100,league,16.0,17.097352813429882,5.323718302919329
best 2,2,100,league,16.0,17.643525779312967,6.285940979951907
best 2,2,100,league,16.0,15.092633493976212,0.21234819766893165
best 2,2,100,league,16.0,16.156010711559354,3.8753116004321138
best 2,2,100,league,16.0,16.10943397913557,4.036497475080316
best 2,2,100,league,16.0,14.975230777543759,5.306918996104937
best 2,2,100,league,16.0,15.051386288851445,6.936491403230074
best 2,2,100,league,16.0,17.073285946832534,2.715029487683754
best 2,2,100,league,16.0,14.734768690795702,2.6048583535730208
best 2,2,100,league,16.0,15.788318935289647,3.45534074589792
best 2,2,100,league,16.0,14.845101751952228,5.82951823579237
best 2,2,100,league,16.0,18.57648804825653,4.778900817595132
best 2,2,100,league,16.0,16.748439656806866,3.719680561718068
best 2,2,100,league,16.0,14.64376903775297,4.043142638025861
best 2,2,100,league,16.0,17.719696848061343,1.9707908110016286
best 2,2,100,league,16.0,17.751369727487464,1.7425850371653453
best 2,2,100,league,16.0,16.780702356285207,1.4715246072347932
best 2,2,100,league,16.0,15.500730514098475,2.367639595537086
best 2,2,100,league,16.0,17.356001491682473,6.413492345331476
best 2,2,100,league,16.0,14.628432508364268,2.046921759595603
best 2,2,100,league,16.0,15.681215350439556,1.7819863078110458
best 2,2,100,league,16.0,14.483567916117511,4.951230221308981
best 2,2,100,league,16.0,16.42954563391838,3.5724755714869265
best 2,2,100,league,16.0,15.165141995219745,2.2188153257917897
best 2,2,100,league,16.0,17.83815940916099,3.2624787623483957
best 2,2,100,league,16.0,15.979505355618292,2.230213493623493
best 2,2,100,league,16.0,17.179362665229434,0.5765449576130128
best 2,2,100,league,16.0,15.518086759846375,2.3602104256632463
best 2,2,100,league,16.0,16.307160793335328,0.7120267638858822
best 2,2,100,league,16.0,13.406742316320006,4.839874422827719
best 2,2,100,league,16.0,17.49843419625944,2.088644414402939
best 2,2,100,league,16.0,15.629639973347201,1.0753085670071438
best 2,2,100,league,16.0,16.50245421094189,3.5078102228237977
best 2,2,100,league,16.0,14.285223998267355,5.181087288857465
best 2,2,100,league,16.0,15.78595589179562,3.507277360802379
best 2,2,100,league,16.0,15.799803463801819,1.0665568594431478
best 2,2,100,league,16.0,14.635184337587816,0.9283760028047371
best 2,2,100,league,16.0,16.587931533115462,2.4174364458390016
best 2,2,100,league,16.0,15.149492853439261,4.644331343058736
best 2,2,100,league,16.0,14.626528343954293,4.8594966663009105
best 2,2,100,league,16.0,15.221246873782187,3.8405840921285868
best 2,2,100,league,16.0,15.294779521932211,6.615064888624542
best 2,2,100,league,16.0,15.097641808575299,2.792365479798171
best 2,2,100,league,16.0,18.276434345084304,1.1466173851656785
best 2,2,100,league,16.0,15.649632602055464,1.110344246949432
best 2,2,100,league,16.0,17.119864061883014,4.781127806115621
best 2,2,100,league,16.0,17.53623914833871,2.477741773863384
best 2,2,100,league,16.0,13.755301551019704,3.516124427985046
best 2,2,100,league,16.0,17.691395955147666,2.3065945715153457
best 2,2,100,league,16.0,15.388773718023373,1.3527921808118004
best 2,2,100,league,16.0,14.314447879738697,3.561806158875682
best 2,2,100,league,16.0,17.337419730201283,3.572586945403679
best 2,2,100,league,16.0,15.633966169655798,1.7770701075545674
best 2,2,100,league,16.0,15.903117565861407,1.6931540832312961
best 2,2,100,league,16.0,15.905456474919653,2.4290612255498907
best 2,2,100,league,16.0,14.738796502487444,5.011227672540781
best 2,2,100,league,16.0,14.1242222675937,1.45027792603524
best 2,2,100,league,16.0,13.591011213687612,3.0910893836912168
best 2,2,100,league,16.0,14.263056530643755,2.098420073455105
best 2,2,100,league,16.0,14.858317220883338,0.5932844297912695
best 2,2,100,league,16.0,14.401415472988777,3.2928537021665067
best 2,2,100,league,16.0,16.239029441975475,4.680533462362447
best 2,2,100,league,16.0,14.9886424411817,3.3136994397717574
best 2,2,100,league,16.0,14.73428217540421,4.84980521816295
best 2,2,100,league,16.0,14.770586121964897,0.8860566651181166
best 2,2,100,league,16.0,12.801702393335292,1.1704057112608057
best 2,2,100,league,16.0,15.204167587053199,3.8840334242344823
best 2,2,100,league,16.0,17.100228430600836,1.4342845130386135
best 2,2,100,league,16.0,17.691155772304654,1.9167798265246285
best 2,2,100,league,16.0,15.574870007741305,1.1453059529527574
best 2,2,100,league,16.0,15.247215274382523,3.9177455968703825
best 2,2,100,league,16.0,15.869753672890786,3.7696268045083605
best 2,2,100,league,16.0,15.986437385195423,3.8696006567163637
best 2,2,100,league,16.0,16.463212504762065,3.8534848419202885
best 2,2,100,league,16.0,16.4568184254167,3.1835866793381538
best 2,2,100,league,16.0,15.513027253377013,3.419506872387865
best 2,2,100,league,16.0,17.811118747893662,4.888901678034639
best 2,2,100,league,16.0,16.756515969238798,3.7077819965840484
best 2,2,100,league,16.0,15.919202683305071,1.3524254852922308
best 2,2,100,league,16.0,16.599070261641838,1.8054890238340047
best 2,2,100,league,16.0,14.62697962977523,3.6659251788853737
best 3,3,100,league,16.0,16.218793763874153,1.0210902781910873
best 3,3,100,league,16.0,15.263223546480711,4.359057380412809
best 3,3,100,league,16.0,14.981429713012153,4.74998490781935
best 3,3,100,league,16.0,16.698747796218846,5.6937992085634646
best 3,3,100,league,16.0,16.531564239887143,2.2176363466015454
best 3,3,100,league,16.0,16.50141021730528,1.9342647964812871
best 3,3,100,league,16.0,17.189083390308156,1.2434778309555363
best 3,3,100,league,16.0,15.960766960864527,1.3065145543807575
best 3,3,100,league,16.0,13.807410527011768,3.1376795304826994
best 3,3,100,league,16.0,17.145794788481286,1.0685010340549654
best 3,3,100,league,16.0,14.118705080088299,4.785370525018471
best 3,3,100,league,16.0,13.898884412389197,6.1580517496577585
best 3,3,100,league,16.0,16.46087631727613,5.309603966923249
best 3,3,100,league,16.0,14.798734824726907,5.286555940499968
best 3,3,100,league,16.0,16.508593638646996,1.053409883205189
best 3,3,100,league,16.0,14.75421367264133,2.5118823821239817
best 3,3,100,league,16.0,15.24756516521807,2.5378647145763202
best 3,3,100,league,16.0,14.830546519649841,2.5219024889980477
best 3,3,100,league,16.0,14.289120697112484,4.3686938376673
best 3,3,100,league,16.0,16.837534915178598,1.0329392221547709
best 3,3,100,league,16.0,14.584333766220633,4.457670925395765
best 3,3,100,league,16.0,14.288906799646929,3.0389084706512084
best 3,3,100,league,16.0,15.139844141586366,2.10191150934164
best 3,3,100,league,16.0,16.001013074979515,3.1453743319956176
best 3,3,100,league,16.0,15.412605435641433,2.871877447593609
best 3,3,100,league,16.0,18.148399962057116,2.9696249110257447
best 3,3,100,league,16.0,17.026666455103438,1.5224908874046588
best 3,3,100,league,16.0,16.001231816443873,1.8713555763744227
best 3,3,100,league,16.0,13.616117502182053,3.819774627106444
best 3,3,100,league,16.0,17.01188151519872,1.1928734413569826
best 3,3,100,league,16.0,16.83301221304997,4.215329089559188
best 3,3,100,league,16.0,16.76307441459621,5.604632801353897
best 3,3,100,league,16.0,17.420815680617384,7.769071056190381
best 3,3,100,league,16.0,14.852652068905188,3.090434736153456
best 3,3,100,league,16.0,14.964733701593296,1.7411710068127282
best 3,3,100,league,16.0,16.006182050480966,3.7724594665741744
best 3,3,100,league,16.0,14.525200548658981,5.416354754654027
best 3,3,100,league,16.0,15.977619594632296,3.2774034912820422
best 3,3,100,league,16.0,14.233763209624883,2.033175394061776
best 3,3,100,league,16.0,14.55745114779068,3.560871167121394
best 3,3,100,league,16.0,14.985820540518114,4.364669777855919
best 3,3,100,league,16.0,13.203577725240246,6.692686334138584
best 3,3,100,league,16.0,14.865159898405446,4.250492633769191
best 3,3,100,league,16.0,16.6156271357713,1.3314848464849125
best 3,3,100,league,16.0,15.588359008815237,4.170151801979219
best 3,3,100,league,16.0,16.844113857722643,3.130963402960131
best 3,3,100,league,16.0,14.31701743262047,1.2073155029453182
best 3,3,100,league,16.0,14.719147933554638,0.8722631820637329
best 3,3,100,league,16.0,15.230991311162223,1.251283717173117
best 3,3,100,league,16.0,15.007027168882917,4.817590698953876
best 3,3,100,league,16.0,16.77093622556041,2.197987961274044
best 3,3,100,league,16.0,15.967037403917853,2.784439699517405
best 3,3,100,league,16.0,14.876406296054244,5.077701180170889
best 3,3,100,league,16.0,16.827387711401617,2.6383602302984555
best 3,3,100,league,16.0,15.918343674723367,3.89408903841896
best 3,3,100,league,16.0,15.795714283461386,3.4340940562256503
best 3,3,100,league,16.0,14.425324367160927,0.272826710077767
best 3,3,100,league,16.0,16.072459746019423,7.583988524346753
best 3,3,100,league,16.0,16.326936501258707,5.35702463848455
best 3,3,100,league,16.0,16.19808171862592,3.364305667691998
best 3,3,100,league,16.0,14.872109352211849,5.769871925263891
best 3,3,100,league,16.0,14.903991945372699,3.6462809763634754
best 3,3,100,league,16.0,14.713992147963777,5.174059146737414
best 3,3,100,league,16.0,16.0078082976543,5.534210467637773
best 3,3,100,league,16.0,16.45285957432594,0.9332203166461557
best 3,3,100,league,16.0,14.009503575681142,0.2783211563245112
best 3,3,100,league,16.0,16.581904082564076,1.4350144294462783
best 3,3,100,league,16.0,16.018816366810505,2.9513225037394917
best 3,3,100,league,16.0,16.10845465348982,3.291203136113948
best 3,3,100,league,16.0,16.817798075113224,1.97143610733663
best 3,3,100,league,16.0,17.10026589980513,4.091924593740481
best 3,3,100,league,16.0,15.840980676274553,5.911354171944441
best 3,3,100,league,16.0,16.448492381993052,4.374706189122857
best 3,3,100,league,16.0,13.13078741522991,4.29520273151039
best 3,3,100,league,16.0,16.562232427477102,1.8364815841309121
best 3,3,100,league,16.0,15.990084934026767,2.794111852714091
best 3,3,100,league,16.0,14.144966779873142,1.6673875455119076
best 3,3,100,league,16.0,14.750588482939134,1.1757032264483107
best 3,3,100,league,16.0,14.33469924023067,1.0859550125427169
best 3,3,100,league,16.0,17.819086174504346,2.740018751535337
best 3,3,100,league,16.0,14.038756817391214,3.296144955383678
best 3,3,100,league,16.0,17.979511735273174,1.1881821427806998
best 3,3,100,league,16.0,15.190257802015315,4.2516981693175175
best 3,3,100,league,16.0,15.841654159899086,1.2748820337781201
best 3,3,100,league,16.0,16.803429692060075,2.5492831737419204
best 3,3,100,league,16.0,16.520365628805017,3.812796319810997
best 3,3,100,league,16.0,14.581074832750339,3.5354796807269007
best 3,3,100,league,16.0,15.025689994714947,2.308155439087556
best 3,3,100,league,16.0,17.512389779114084,4.716771658734543
best 3,3,100,league,16.0,18.761732371893338,5.027057995471297
best 3,3,100,league,16.0,16.079253236137234,5.882957527036725
best 3,3,100,league,16.0,16.85388333091493,2.903803619457967
best 3,3,100,league,16.0,18.836409840982235,1.9138309503042874
best 3,3,100,league,16.0,17.755205968800507,5.579568455685949
best 3,3,100,league,16.0,17.159043941432305,0.850831120655508
best 3,3,100,league,16.0,16.270410904112033,4.243149911810942
best 3,3,100,league,16.0,13.58387140709469,5.639150729260202
best 3,3,100,league,16.0,16.276640599384887,1.1996806770789858
best 3,3,100,league,16.0,16.318768415611736,2.9510595680928273
best 3,3,100,league,16.0,16.282129459536087,1.6739153758543193
best 3,3,100,league,16.0,16.745196783332048,2.6803815313624053
best 3,3,100,league,16.0,15.133943179519017,4.696515736784954
best 3,3,100,league,16.0,15.413794162747662,2.2299037593147886
best 3,3,100,league,16.0,14.76937025401704,5.7618763750213
best 3,3,100,league,16.0,17.076454651050565,0.767626417932819
best 3,3,100,league,16.0,16.815740347197245,1.4408082412461136
best 3,3,100,league,16.0,17.30176767654663,3.890399600133737
best 3,3,100,league,16.0,15.885858194894315,4.433119950908683
best 3,3,100,league,16.0,15.204897942055663,2.030883289761767
best 3,3,100,league,16.0,16.411242626978627,6.041755236504973
best 3,3,100,league,16.0,14.522078276921446,2.401001059766481
best 3,3,100,league,16.0,16.798962919036295,3.927738766427747
best 3,3,100,league,16.0,15.040901268125548,3.87353690246035
best 3,3,100,league,16.0,16.12358390993709,5.6725705636725126
best 3,3,100,league,16.0,16.72849821345535,3.7309770757549634
best 3,3,100,league,16.0,15.504122253575831,2.9371465335627214
best 3,3,100,league,16.0,17.710315840424883,2.8989777160656174
best 3,3,100,league,16.0,15.218528107686918,1.849970476357013
best 3,3,100,league,16.0,15.692404464566815,3.481544235290101
best 3,3,100,league,16.0,13.526834150200177,4.435008888619666
best 3,3,100,league,16.0,13.901141122138219,3.274493503903772
best 3,3,100,league,16.0,15.031219021083079,4.1902810558952
best 3,3,100,league,16.0,16.732619193353386,2.8777448363397578
best 3,3,100,league,16.0,16.919225638922885,2.581457051079927
best 3,3,100,league,16.0,15.910924166870322,6.796982644303334
best 3,3,100,league,16.0,14.820686322210529,2.8923686482736835
best 3,3,100,league,16.0,15.415178498504762,1.6363401082967204
best 3,3,100,league,16.0,15.560199902974347,10.13620788882167
best 3,3,100,league,16.0,15.351454827201227,3.4808107279390117
best 3,3,100,league,16.0,13.948766604981126,2.525760033280009
best 3,3,100,league,16.0,13.848829557073884,6.608413003598563
best 3,3,100,league,16.0,16.725183438381073,4.160034995565688
best 3,3,100,league,16.0,17.511878467482667,1.9604168307061445
best 3,3,100,league,16.0,15.452608447798045,5.9032106289582265
best 3,3,100,league,16.0,14.351637510072907,3.367895233951114
best 3,3,100,league,16.0,15.949384837562402,3.6414741120357914
best 3,3,100,league,16.0,17.312023039322813,3.433348553857907
best 3,3,100,league,16.0,15.833368091235087,4.018657524238114
best 3,3,100,league,16.0,15.132279293814646,0.6990522940297854
best 3,3,100,league,16.0,15.591104057786543,1.840448469748522
best 3,3,100,league,16.0,16.797618688965002,2.637776025038215
best 3,3,100,league,16.0,13.950134691649975,1.6431232732824517
best 3,3,100,league,16.0,15.644520818670067,1.0374097664139077
best 3,3,100,league,16.0,16.72601887737823,1.7097908953607808
best 3,3,100,league,16.0,15.149608071167684,5.136809290907475
best 3,3,100,league,16.0,16.621547039228265,3.2971342031141098
best 3,3,100,league,16.0,17.18271285823039,1.881302213401169
best 3,3,100,league,16.0,15.731607325108632,4.524129379259697
best 3,3,100,league,16.0,17.67504308313933,2.0102012830644638
best 3,3,100,league,16.0,16.778839629828695,2.007386704578318
best 3,3,100,league,16.0,15.554642483026383,4.076259769371454
best 3,3,100,league,16.0,16.530995255636906,2.3550116672260626
best 3,3,100,league,16.0,15.227694139237569,3.7195008087795287
best 3,3,100,league,16.0,15.859973640970274,6.708131385868265
best 3,3,100,league,16.0,14.47031978575997,3.3109552040475365
best 3,3,100,league,16.0,16.818033005742297,3.8731353747373816
best 3,3,100,league,16.0,15.5578370534932,5.100395360778222
best 3,3,100,league,16.0,16.530056745298605,4.954042393864915
best 3,3,100,league,16.0,14.212535769966804,3.7339467033314655
best 3,3,100,league,16.0,16.58196681998124,1.4213584568307003
best 3,3,100,league,16.0,14.579707819973978,3.92102883887922
best 3,3,100,league,16.0,14.568565195583005,2.7576320690992073
best 3,3,100,league,16.0,16.391475146260273,3.4873381406322426
best 3,3,100,league,16.0,18.13052073620732,3.392691074372499
best 3,3,100,league,16.0,16.143263740343492,1.0210909204150957
best 3,3,100,league,16.0,16.105635543282194,0.6798410867163938
best 3,3,100,league,16.0,16.34891857388881,1.2779801783767244
best 3,3,100,league,16.0,16.162735541169965,2.8273132484613095
best 3,3,100,league,16.0,16.87701610227701,3.430972956312862
best 3,3,100,league,16.0,16.63831986257861,2.2324818021618484
best 3,3,100,league,16.0,16.564747932729528,1.8008778528472367
best 3,3,100,league,16.0,16.178447398183156,2.1823448227759625
best 3,3,100,league,16.0,15.232625757168872,4.83132024330897
best 3,3,100,league,16.0,16.98729740923581,2.6297068258470198
best 3,3,100,league,16.0,14.851398911385969,4.071484976720703
best 3,3,100,league,16.0,14.464417033655497,0.5643991921040742
best 3,3,100,league,16.0,15.63161486985446,0.8652734000107442
best 3,3,100,league,16.0,15.025265696837776,5.38805322637474
best 3,3,100,league,16.0,17.605645236747446,5.4184950878957565
best 3,3,100,league,16.0,17.49507976000422,3.785634480439481
best 3,3,100,league,16.0,13.923418527169213,3.7312189353078096
best 3,3,100,league,16.0,16.109214559410983,1.1624728006948772
best 3,3,100,league,16.0,17.140675522469962,2.9448933683065537
best 3,3,100,league,16.0,15.201940642879379,2.4808245224717367
best 3,3,100,league,16.0,14.54882548661193,2.8596941679266346
best 3,3,100,league,16.0,15.627578963241378,1.3814642791234804
best 3,3,100,league,16.0,17.499371234763196,4.091501752834012
best 3,3,100,league,16.0,16.74007877493022,3.244771142418129
best 3,3,100,league,16.0,16.552885880828512,2.3207818104676226
best 3,3,100,league,16.0,14.986063568309817,3.079634072864344
best 3,3,100,league,16.0,13.921674753104005,5.922179392608415
best 3,3,100,league,16.0,17.030206055432696,0.855632732052306
best 3,3,100,league,16.0,15.630101817347096,1.4067573564785634
best 3,3,100,league,16.0,13.584435719043212,0.8968078457022891
best 3,3,100,league,16.0,13.720861461107532,0.9596942282843952
best 3,3,100,league,16.0,16.525068697104714,2.278079654633106
best 3,3,100,league,16.0,15.850993052207086,3.9904594854567548
best 3,3,100,league,16.0,15.489816112074417,1.984549872691621
best 3,3,100,league,16.0,17.302279721440364,3.0447306905923397
best 3,3,100,league,16.0,16.542461106162534,1.5834236141877582
best 3,3,100,league,16.0,17.149026898602163,2.723452744294995
best 3,3,100,league,16.0,14.782932349263668,0.8889847806740331
best 3,3,100,league,16.0,16.727621491385992,1.4180030892710305
best 3,3,100,league,16.0,14.953702393712318,5.818226957530291
best 3,3,100,league,16.0,15.78119892081331,1.921575546082937
best 3,3,100,league,16.0,17.32209131575484,3.8369962714309955
best 3,3,100,league,16.0,14.76874955118364,1.8390945435500978
best 3,3,100,league,16.0,14.546094982610702,0.8716143972818299
best 3,3,100,league,16.0,16.295834679301542,0.10209345758231887
best 3,3,100,league,16.0,15.486031138491034,2.435010055521446
best 3,3,100,league,16.0,13.742075556813543,1.139140971626497
best 3,3,100,league,16.0,13.887168534047422,5.620112621056934
best 3,3,100,league,16.0,14.838531734276872,3.3462368719723674
best 3,3,100,league,16.0,16.66646056139123,5.487108368233424
best 3,3,100,league,16.0,15.192115142357215,2.137590352616199
best 3,3,100,league,16.0,19.130343370724677,1.539110892121635
best 3,3,100,league,16.0,16.054956634730758,2.6261100920916722
best 3,3,100,league,16.0,14.107764360208309,0.8658146762803279
best 3,3,100,league,16.0,17.220507096929847,1.184658099246767
best 3,3,100,league,16.0,17.369524686009882,1.8735302627493635
best 3,3,100,league,16.0,14.906105549639046,3.1488850817598224
best 3,3,100,league,16.0,14.359176205721816,4.530171455404119
best 3,3,100,league,16.0,16.771762394939913,2.49825612735044
best 3,3,100,league,16.0,14.674554711339638,2.3080999819123362
best 3,3,100,league,16.0,15.610558667427483,1.317721239393809
best 3,3,100,league,16.0,16.184708654638857,0.797154948060354
best 3,3,100,league,16.0,15.680071394606951,3.273112243080679
best 3,3,100,league,16.0,14.08327688610762,0.7176711357224566
best 3,3,100,league,16.0,15.22892338010156,2.7198418050529187
best 3,3,100,league,16.0,15.345238048435743,3.104947303345398
best 3,3,100,league,16.0,17.110695017862344,1.0674865011610755
best 3,3,100,league,16.0,16.012829890925136,3.551999380550152
best 3,3,100,league,16.0,14.800030239859268,3.9994740577434658
best 3,3,100,league,16.0,18.736912939816097,1.7530737488224173
best 3,3,100,league,16.0,15.801356102401629,6.083135649474698
best 3,3,100,league,16.0,16.3504544628505,2.414336347096148
best 3,3,100,league,16.0,15.448975761593472,1.1936867166635272
best 3,3,100,league,16.0,16.899950756862506,4.223900530572167
best 3,3,100,league,16.0,16.178053011991658,3.6016319692089085
best 3,3,100,league,16.0,18.457837545118394,1.5116006775162503
best 3,3,100,league,16.0,14.646804905087354,0.8706758977386377
best 3,3,100,league,16.0,17.006592147397065,3.3641063300131617
best 3,3,100,league,16.0,14.779149311150354,3.9651553969528175
best 3,3,100,league,16.0,15.960511921809195,2.1737172175806276
best 3,3,100,league,16.0,15.016997241432382,3.785549716611073
best 3,3,100,league,16.0,15.718164633617544,2.1521972542499275
best 3,3,100,league,16.0,15.410297027754563,4.024684661915668
best 3,3,100,league,16.0,14.75413072506522,5.335112587129518
best 3,3,100,league,16.0,15.255906139761494,3.2211481652399763
best 3,3,100,league,16.0,13.654486816037547,8.048527029715222
best 3,3,100,league,16.0,16.34570815416667,2.861257025186313
best 3,3,100,league,16.0,17.019786397895672,2.0572812952577855
best 3,3,100,league,16.0,14.02091099062956,0.5511166605603325
best 3,3,100,league,16.0,15.85455085737902,4.774510604032019
best 3,3,100,league,16.0,15.514125902805247,2.2547132946963666
best 3,3,100,league,16.0,15.53970584742113,5.172089433626856
best 3,3,100,league,16.0,17.628611211213,4.651961880569819
best 3,3,100,league,16.0,16.46633736465794,5.2755279029340745
best 3,3,100,league,16.0,14.283016026526237,4.74625491430911
best 3,3,100,league,16.0,16.074547546178138,3.621111307334166
best 3,3,100,league,16.0,17.259017778342084,3.268684705024672
best 3,3,100,league,16.0,14.561077809390898,4.590105809411932
best 3,3,100,league,16.0,17.794136271398887,1.5080678128102272
best 3,3,100,league,16.0,14.811823351950991,4.039272580010637
best 3,3,100,league,16.0,16.954421135858727,0.9929890018370423
best 3,3,100,league,16.0,15.74193271234417,6.489111262953231
best 3,3,100,league,16.0,12.959806109639306,6.4783642032505515
best 3,3,100,league,16.0,16.994382277291436,7.558622411076634
best 3,3,100,league,16.0,14.573270527668567,2.073779756677638
best 3,3,100,league,16.0,15.94651235236819,6.107730235275842
best 3,3,100,league,16.0,16.50029904878331,2.958898896089911
best 3,3,100,league,16.0,16.42105711825594,6.481700048684775
best 3,3,100,league,16.0,13.959323690483947,1.8730994282757578
best 3,3,100,league,16.0,13.72729414757218,7.030379301002641
best 3,3,100,league,16.0,15.467084429814868,5.524727401009957
best 3,3,100,league,16.0,15.498550022880432,1.6928049749606393
best 3,3,100,league,16.0,15.525137771546683,2.898000145714944
best 3,3,100,league,16.0,14.613235273249723,2.7883051650812183
best 3,3,100,league,16.0,14.847136272397487,0.8672798054644288
best 3,3,100,league,16.0,15.684476026611742,5.2156575265110385
best 3,3,100,league,16.0,16.418764921565522,3.025770501962479
best 3,3,100,league,16.0,14.892804834946421,4.242190238331149
best 3,3,100,league,16.0,15.631321521548891,4.947614340904423
best 3,3,100,league,16.0,14.996419358070316,3.2784117529591232
best 3,3,100,league,16.0,12.825011802330346,5.358287234469451
best 3,3,100,league,16.0,15.91661745428642,0.8898329760989921
best 3,3,100,league,16.0,16.10250186230575,0.46168902954930024
best 3,3,100,league,16.0,15.92772320562161,1.9052115265296108
best 3,3,100,league,16.0,15.489194226481787,2.900592622569089
best 3,3,100,league,16.0,15.122372612698014,4.484228652423659
best 3,3,100,league,16.0,15.96814112862048,4.064197367786134
best 3,3,100,league,16.0,15.33279890523755,2.2519799671233645
best 3,3,100,league,16.0,16.395589273155974,3.626133550840988
best 3,3,100,league,16.0,16.807251805002025,4.4096721264096805
best 3,3,100,league,16.0,16.550898763658235,3.6164770436764724
best 3,3,100,league,16.0,16.683482306371737,4.489237031619738
best 3,3,100,league,16.0,17.19334810017632,6.686418566547854
best 3,3,100,league,16.0,16.509057449558146,3.9107207312083547
best 3,3,100,league,16.0,14.87126420982187,1.123293588571555
best 3,3,100,league,16.0,16.718497919922797,2.8879849216395224
